날짜,모기활동지수,모기발생단계,평균기온,최저기온,최고기온,강수량,풍속,상대습도,현지기압
2020-01-01,5.5,쾌적,-2.2,-6.5,0.3,0.1,0.6,64.4,1021.1
2020-01-02,5.5,쾌적,1,-0.7,3.8,0,1.2,65.4,1018.7
2020-01-03,5.5,쾌적,-0.1,-3.4,4.6,0,1.7,56.9,1016.4
2020-01-04,5.5,쾌적,1.2,-2.8,6.1,0,1.9,50.8,1015.4
2020-01-05,5.5,쾌적,1.3,-3.2,6.6,0,1.1,45.6,1019.7
2020-01-06,5.5,쾌적,3.1,0.6,4.6,1.8,3.1,65.4,1015.3
2020-01-07,5.5,쾌적,6.3,4.2,7.7,46.3,4,95,999.3
2020-01-08,5.5,쾌적,2.4,-0.4,8.9,11.6,3.3,86.1,1003.6
2020-01-09,5.5,쾌적,-1.2,-3.1,2,0,2.3,65.3,1013.4
2020-01-10,5.5,쾌적,-0.6,-4.3,4.2,0,1.5,62.9,1013
2020-01-11,5.5,쾌적,-0.1,-2.6,3.9,0,1.9,60.9,1009.4
2020-01-12,5.5,쾌적,-1,-3.5,2.8,0,2.4,61.5,1007.5
2020-01-13,5.5,쾌적,-2.9,-4.7,0.2,0,2.3,51,1012.4
2020-01-14,5.5,쾌적,-2.3,-5.7,2.6,0,1.6,45.3,1015
2020-01-15,5.5,쾌적,-2.7,-6.4,2.2,0,1.9,44.8,1017.6
2020-01-16,5.5,쾌적,-1.7,-5.5,3.2,0,1.6,43,1016.3
2020-01-17,5.5,쾌적,-0.6,-4.8,4.9,0,1.5,43.9,1012.6
2020-01-18,5.5,쾌적,0.3,-4.1,5.9,0,1.8,48.1,1010.9
2020-01-19,5.5,쾌적,1.9,-0.4,5.3,0.6,2.2,62.8,1008
2020-01-20,5.5,쾌적,0.7,-3.3,5.5,0,2.5,46.8,1012.2
2020-01-21,5.5,쾌적,-0.4,-5.6,5.5,0,1.4,36.9,1018.8
2020-01-22,5.5,쾌적,3,-0.1,7.8,0,1.7,36,1014.6
2020-01-23,5.5,쾌적,4.6,0,9.9,0,2,49.3,1013.5
2020-01-24,5.5,쾌적,2.8,-1.3,7.4,0,1.7,63,1019.5
2020-01-25,5.5,쾌적,4.3,0.6,8.8,0,1.5,63.1,1018.7
2020-01-26,5.5,쾌적,5.5,-0.2,11.9,0,2.7,56.3,1016.5
2020-01-27,5.5,쾌적,5.9,4.8,7.5,0.1,4.6,48.1,1010.4
2020-01-28,5.5,쾌적,6.8,4.3,9.9,0,2.6,49.4,1007.7
2020-01-29,5.5,쾌적,6,3.2,9.6,0,2.1,46.4,1005.3
2020-01-30,5.5,쾌적,5.2,1.4,10.4,0,1.8,47,1004.4
2020-01-31,5.5,쾌적,3.9,1.4,8.9,0,2.3,59.6,1009
2020-02-01,5.5,쾌적,2.6,-1.2,7.6,0,1.7,66.6,1013.4
2020-02-02,5.5,쾌적,1.5,-2.1,5.3,0,1.8,52.3,1014.7
2020-02-03,5.5,쾌적,-0.4,-2.9,3,0,3.1,43.6,1016.3
2020-02-04,5.5,쾌적,-1.6,-6,3.9,1.7,2.8,50.3,1015.8
2020-02-05,5.5,쾌적,-8.3,-11,-4.9,0,3.3,37.3,1021
2020-02-06,5.5,쾌적,-6.4,-11.8,0.4,0,1.9,36.4,1023
2020-02-07,5.5,쾌적,-1.7,-7.2,2.2,0,2,45.1,1018.5
2020-02-08,5.5,쾌적,-0.1,-2.3,3.7,0,3,48.1,1016.7
2020-02-09,5.5,쾌적,-0.5,-5.6,4.1,0,2,51.1,1014.6
2020-02-10,5.5,쾌적,4,-0.7,9.6,0,1.7,49.4,1013.4
2020-02-11,5.5,쾌적,6.8,-0.5,14.6,0,1.6,37,1016.3
2020-02-12,5.5,쾌적,7.4,6.5,8.2,6.7,2.2,73.4,1006.4
2020-02-13,5.5,쾌적,6.5,4.9,8.7,0,1.7,84.8,1008.8
2020-02-14,5.5,쾌적,8.1,3.2,14.7,0,1.2,70.3,1010.4
2020-02-15,5.5,쾌적,9.8,6.2,15.6,2,2.7,63,1007.3
2020-02-16,5.5,쾌적,-1.4,-4.3,7.7,13.4,4,81.1,1002.6
2020-02-17,17.7,쾌적,-5.9,-7.1,-3.9,1,3.4,64.3,1007.4
2020-02-18,13.8,쾌적,-4.1,-8.3,1.3,0,2.3,44,1016.7
2020-02-19,19.1,쾌적,1,-4.4,6.4,0,1.5,56.8,1019.3
2020-02-20,19.1,쾌적,4.6,-0.6,10.8,0,1.7,62.6,1022.6
2020-02-21,19.1,쾌적,6.7,2.1,10.9,4.2,2.2,66.3,1018.5
2020-02-22,19.1,쾌적,4,0,7.9,3.1,4,62,1014.2
2020-02-23,19.1,쾌적,2.5,-2.5,8,0,2,48.6,1018.2
2020-02-24,19.1,쾌적,7,0.8,12.2,0,1.6,51.8,1013.6
2020-02-25,19.1,쾌적,6.7,4.7,9.4,16.6,4.2,73.5,1007.4
2020-02-26,19.1,쾌적,6.4,2.8,10.4,0,2.1,59.6,1012.7
2020-02-27,19.1,쾌적,6.1,1.3,12.5,0,2,54,1017
2020-02-28,19.1,쾌적,4.5,3.6,5.9,3.9,1.4,79.4,1011.9
2020-02-29,19.1,쾌적,7.7,4.5,13,0.5,1.7,68.6,1007.7
2020-03-01,19.1,쾌적,5.8,3.2,10.1,0.2,2,71.8,1007.9
2020-03-02,19.1,쾌적,3.4,0,7.6,0,2.7,55.3,1013.1
2020-03-03,19.2,쾌적,4.8,0.3,10.5,0,2.6,57,1013.3
2020-03-04,19.1,쾌적,2.2,-1.3,4.6,0,3.7,53.4,1011.4
2020-03-05,19.1,쾌적,1.4,-2.8,6.3,0,2.5,47.5,1014.5
2020-03-06,19.1,쾌적,3.7,-2.5,10.1,0,1.6,46.8,1011.7
2020-03-07,19.3,쾌적,7,1.3,14.2,0,2,39.5,1007.5
2020-03-08,19.1,쾌적,9.3,2.3,16.9,0,1.6,43.8,1008
2020-03-09,19.1,쾌적,11.1,4.8,17.6,0,1.8,37.6,1003.6
2020-03-10,19.1,쾌적,6.4,3.2,10.8,11.8,2.8,78.4,997.6
2020-03-11,19.1,쾌적,3.8,0,8.3,0,3.3,41.8,1007.7
2020-03-12,19.1,쾌적,6.8,0.2,13.3,0,2.5,49.8,1010.9
2020-03-13,19.1,쾌적,4.9,-0.1,8.7,0.5,3.3,41,1011.3
2020-03-14,19.1,쾌적,3.6,-2.7,8.6,0,3,48.1,1005
2020-03-15,19.1,쾌적,4,0.2,8.5,0,3.6,48.3,1001.4
2020-03-16,19.1,쾌적,3.6,-2.1,9.1,0,2.8,42.4,1011.4
2020-03-17,19.1,쾌적,6.6,3.1,12.3,0,2.1,65.8,1005
2020-03-18,19.1,쾌적,10,2.7,17,0,1.8,45.8,1002.6
2020-03-19,19.1,쾌적,9.1,5.8,12.1,0,4.8,49,995.6
2020-03-20,19.1,쾌적,8.8,3.1,14,0,3.1,39.6,1003.3
2020-03-21,19.1,쾌적,12.8,7.9,19.5,0,2,56.5,1001.3
2020-03-22,19.1,쾌적,11,6.1,16.5,0,3,37.5,1004
2020-03-23,19.1,쾌적,10.6,5.4,17,0,1.9,37.9,1006.7
2020-03-24,19.1,쾌적,11.4,5.3,17.9,0,1.8,35,1009.8
2020-03-25,19.1,쾌적,12.5,6.1,19.2,0,1.9,33.6,1009.7
2020-03-26,19.1,쾌적,14.8,8.1,20.6,1.8,1.9,53.8,1004.9
2020-03-27,19.1,쾌적,11.9,6.7,15.8,2,3.3,56.4,1003.2
2020-03-28,19.1,쾌적,7.7,4.5,12.8,0,3.2,17.9,1010.8
2020-03-29,19.1,쾌적,8.7,1.3,16.1,0,2,30.6,1010.9
2020-03-30,19.1,쾌적,10.2,4.3,16.9,0,1.8,38.4,1010.1
2020-03-31,19.1,쾌적,11.9,4.7,18.6,0,2,34.5,1007
2020-04-01,19.1,쾌적,11.3,6,17.4,0,3.7,35.6,1004.5
2020-04-02,19.1,쾌적,9.3,3.4,15.5,0,2.3,41.4,1011.6
2020-04-03,19.1,쾌적,10,5.3,16.3,0,2.7,53.8,1010.5
2020-04-04,19.1,쾌적,8.9,5,13.3,0,3.4,36.4,1008.6
2020-04-05,19.1,쾌적,7.2,1.9,13.7,0,2.8,29.5,1011.8
2020-04-06,19.1,쾌적,9.3,2.9,16.1,0,2.4,38.3,1010
2020-04-07,19.1,쾌적,10.6,6,16.8,0,2.5,56.6,1005.3
2020-04-08,19.1,쾌적,9.4,5.2,14.2,0,3.5,25.5,1007.8
2020-04-09,19.1,쾌적,8.9,4.3,14.7,0,2.8,44.6,1011.5
2020-04-10,19.1,쾌적,10.7,5.8,16.8,0,2.4,52.6,1014
2020-04-11,19.1,쾌적,9.9,6.2,16,0,2.5,63.8,1009.1
2020-04-12,19.1,쾌적,9.9,4.4,15.6,0,3.8,58.6,1004.4
2020-04-13,19.1,쾌적,12.4,4.3,20.4,0,3.1,39.4,1003.9
2020-04-14,19.1,쾌적,13,7.6,19.6,0,2.4,46.8,1006.3
2020-04-15,19.1,쾌적,13.2,7.2,20.2,0,2.2,39.8,1004.6
2020-04-16,19.1,쾌적,16,8.9,23.8,0,2.3,39.9,1006.1
2020-04-17,19.1,쾌적,12.5,10.4,15.4,6.5,2.4,77.8,1002.2
2020-04-18,19.1,쾌적,13.5,8.5,19.6,0,2.6,67.9,1005.9
2020-04-19,19.1,쾌적,12.3,9.5,15.5,10.3,2.7,75.8,1004.1
2020-04-20,19.1,쾌적,10,7.6,13.1,0.1,3.3,73,1000.6
2020-04-21,19.1,쾌적,7.4,4.8,10.4,0,4.4,49,1003.8
2020-04-22,19.1,쾌적,6,4.1,8.3,0,4,46.8,1005.9
2020-04-23,19.1,쾌적,7.9,2.9,12.8,0,3.7,47.8,1005.6
2020-04-24,19.1,쾌적,9.9,4.1,14.3,0,3.9,55.6,1003.1
2020-04-25,29.5,관심,13.1,9.9,17.1,0,3.9,54.4,999.3
2020-04-26,32.9,관심,12.3,6.8,19,0,3.2,43.1,1006.9
2020-04-27,39.3,관심,12.9,8.7,18.3,0,2.8,49.8,1009.3
2020-04-28,37.6,관심,13.9,7.8,19.9,0,3,50,1009.4
2020-04-29,19.1,쾌적,14.9,9.3,21,0,2.6,48.6,1009
2020-04-30,41,관심,17.1,9.3,23.4,0,2.7,57.1,1005.7
2020-05-01,43.4,관심,20.2,16.4,26.2,0,2.7,73.6,1003
2020-05-02,48.9,관심,20.3,18,23.9,0,2.3,79.6,1001.3
2020-05-03,58,주의,21.8,17,27.4,0,2,68.8,996
2020-05-04,58.4,주의,20.2,14.8,25.3,0,2.7,63.9,998.1
2020-05-05,63.4,주의,16,13.1,19.3,0,1.9,67.9,1001.5
2020-05-06,58,주의,19.4,11.1,27.6,0,2.1,50,1003.7
2020-05-07,19.1,쾌적,20.7,14.9,26.5,0,2.5,32.5,1007.1
2020-05-08,55.5,주의,19.9,14.3,27.3,2.3,2.4,32.8,1004.4
2020-05-09,59.7,주의,14.2,12.7,16.8,24.4,3.6,94.4,994.8
2020-05-10,57.1,주의,14.4,12.8,16.6,1.3,2.5,88.6,997
2020-05-11,41.7,관심,16.5,12.4,22,3.4,3,61,997.7
2020-05-12,42.2,관심,14.3,10.5,18.9,0.7,2.9,69.4,995.1
2020-05-13,47.3,관심,16.1,10.2,21.8,0,2.8,47.3,1005.1
2020-05-14,19.1,쾌적,19.3,12.4,25.4,0,2,35.4,1006
2020-05-15,46.3,관심,16.1,14.1,20.2,12,3,81.4,998.8
2020-05-16,55.2,주의,16.7,15,20.3,2.5,1.6,90.3,996.6
2020-05-17,46.3,관심,19.1,14.6,24.9,0,1.7,80.1,995.3
2020-05-18,47.9,관심,19.1,13.2,26.8,29.8,2.4,79.4,988.4
2020-05-19,54.6,주의,13,10.1,17.1,19,3.2,73.6,990.7
2020-05-20,54.6,주의,14.4,9.2,20.1,0,1.9,60.4,1001.7
2020-05-21,39,관심,17.4,10.9,22.9,0,2.1,56.1,1004.4
2020-05-22,42.2,관심,18.5,14.8,22.7,0,1.9,68.5,1002.7
2020-05-23,49.7,관심,20.1,16.6,25,0,2.2,66.1,1001.1
2020-05-24,52.9,주의,17.1,14.3,20.2,14.5,2.9,84.8,999.6
2020-05-25,57.7,주의,16.6,13.7,21.3,0,2.1,81,1002.3
2020-05-26,48.9,관심,16.2,12.7,22.9,1.5,2.1,81.9,999.4
2020-05-27,47.6,관심,17.4,11.8,23.9,0,2.6,68.5,999.3
2020-05-28,46.6,관심,18.7,14.2,23.4,0,1.9,62.8,999.6
2020-05-29,49.9,관심,20.7,14.6,27.6,0,2,65.6,1004.9
2020-05-30,54.8,주의,22.6,16.5,30,0,1.9,57.3,1006.1
2020-05-31,59.7,주의,21.2,17.6,28,1,2.3,63,1001.4
2020-06-01,66.5,주의,19.7,16.6,24.5,0.4,3.4,64.3,999.7
2020-06-02,61.4,주의,17.9,14.8,21.8,2,2.2,71,997.4
2020-06-03,56.5,주의,22,17.6,28.4,0,2.4,73.3,993.9
2020-06-04,51.1,주의,21.9,19.7,26.5,0.2,2.7,81.1,994.1
2020-06-05,64.9,주의,23,18.4,28.7,0,1.8,69.4,997.2
2020-06-06,63.9,주의,24.6,19.2,30.9,0,2,63.6,998.1
2020-06-07,67.7,주의,22.7,19.2,29.2,0,2.3,69.4,1001.9
2020-06-08,76.2,불쾌,25,19.8,32,0,2.1,63.6,1004.6
2020-06-09,67.9,주의,26.7,20.3,32.8,0,2.3,51.6,1004.3
2020-06-10,75.6,불쾌,25.8,22.5,32.1,6.2,2,63.8,998.9
2020-06-11,83,불쾌,26.1,21.7,31.6,0,2.2,68.3,993.7
2020-06-12,79,불쾌,24.7,21.6,27.6,0,1.7,68.6,995.1
2020-06-13,80.3,불쾌,26.9,20.6,33.5,0,1.9,52.8,994.3
2020-06-14,75.4,불쾌,24,20.1,28.8,1.1,2.9,70.6,994.3
2020-06-15,83.9,불쾌,23,18.2,28.6,0,2.8,62.3,996.4
2020-06-16,71.7,주의,24.4,20,30.7,0,2.2,63,995.7
2020-06-17,67.7,주의,24.3,20.2,30.3,0,2,58.6,995.3
2020-06-18,73.1,주의,23.4,20.3,27.3,0,1.6,61.4,993.1
2020-06-19,72.7,주의,24.7,21.1,30,0.1,2.1,61.4,996.4
2020-06-20,69.2,주의,24.9,20.7,29.7,0,2.1,62.6,1000
2020-06-21,74.4,주의,26.1,19.5,32.7,0,2,59.5,998
2020-06-22,75.2,불쾌,28.6,21.7,35.4,0,2,50.5,998
2020-06-23,80.5,불쾌,27.3,23.2,31,0,1.9,53.5,998.3
2020-06-24,92.2,불쾌,22.3,19.9,26.3,37.6,2.7,83.5,993.1
2020-06-25,85.8,불쾌,21.6,20.1,23.4,13.3,2.2,91,991.8
2020-06-26,65.2,주의,21.8,19.2,25.7,2.1,3.2,82.1,996.5
2020-06-27,62.7,주의,24.1,20.4,29.6,0,2,70.4,995.5
2020-06-28,63.4,주의,25.2,21.5,30.1,0,2.4,70.5,994.8
2020-06-29,71.9,주의,23.8,20.6,26.5,11.9,2.4,77,991.8
2020-06-30,76.4,불쾌,20.1,18.4,23.1,64.7,4,83,984.3
2020-07-01,71.2,주의,21.1,18.1,24.3,0,1.9,79.3,995
2020-07-02,57.7,주의,24.2,20.4,29.8,0,1.9,74.5,1000.9
2020-07-03,61,주의,25.5,21.6,30.6,0.1,2.6,63.5,1000.5
2020-07-04,72.3,주의,24.2,20.4,29.5,1.6,2.1,63.9,997
2020-07-05,19.1,쾌적,23.8,19.9,27.6,0,1.9,68.6,994.5
2020-07-06,72.3,주의,25.6,21.8,30.9,0,2.1,66.6,991.2
2020-07-07,70.8,주의,24.1,22.1,28.1,0,2.5,75.5,994.3
2020-07-08,78.1,불쾌,25.5,21.3,30.4,0,2,71.9,994.8
2020-07-09,71.9,주의,27.5,21.8,32.9,0,1.7,64.6,994
2020-07-10,77.7,불쾌,24.5,22.7,27.7,2.2,2.8,75,992.6
2020-07-11,86.7,불쾌,25.8,22.2,30.2,0,2.6,62.6,997.5
2020-07-12,73.5,주의,23.5,21.7,26,2.9,2.4,71.9,999.3
2020-07-13,79,불쾌,18.7,17.7,21.7,47.6,4,94.8,993
2020-07-14,69.6,주의,20.3,17.2,24.3,11.5,2.8,79.4,993.9
2020-07-15,19.8,쾌적,23.4,18.9,28.7,0,2,63.1,995.5
2020-07-16,59.1,주의,25,20.4,29.7,0,1.8,70.9,997
2020-07-17,69.4,주의,26,21.5,31.6,0,1.9,72,998.3
2020-07-18,75.6,불쾌,26.1,22.8,31,0,1.6,71.6,998.4
2020-07-19,79.9,불쾌,24,20.6,26.6,29.1,2.7,81.6,994.9
2020-07-20,81.3,불쾌,23.8,22.4,26.6,3.6,3.7,86.3,995.9
2020-07-21,76.3,불쾌,25,21.4,30.5,0,1.6,77,1001.8
2020-07-22,70.8,주의,23.7,22.6,25.7,11.5,1.6,89.3,999.9
2020-07-23,75.6,불쾌,21.1,18.5,22.6,103.1,3.6,95.5,995.7
2020-07-24,70.4,주의,22.5,18.7,26.8,2.9,4.6,74.3,989.3
2020-07-25,61.1,주의,24.3,22.3,29,0,3.1,69.3,993.6
2020-07-26,65.9,주의,25.4,21.6,29.6,0,2,69.3,997.4
2020-07-27,72.7,주의,24.3,22.9,25.5,2.2,2.2,86.4,998.6
2020-07-28,77.3,불쾌,24.4,22.7,26.4,0.4,2,84.8,1000.5
2020-07-29,72.7,주의,23.7,22.6,24.9,50.1,2,95.8,1002
2020-07-30,73.1,주의,25.3,23.4,28.4,0.1,2.1,85.5,1003.4
2020-07-31,70.5,주의,26.2,22.8,29.6,1.5,2,81.9,1003.9
2020-08-01,76.8,불쾌,25.3,24.3,26.9,39.1,1.7,90.9,1000.5
2020-08-02,81,불쾌,24.9,23.5,26.4,31.4,2.3,96.3,997.8
2020-08-03,80.6,불쾌,25,23.9,26.3,102.6,3,96.3,998.4
2020-08-04,76,불쾌,27,25,29.4,3.9,3.5,89.3,1000.9
2020-08-05,75.6,불쾌,26.5,25.5,29.1,18.5,1.9,92.1,1000.8
2020-08-06,84.4,불쾌,24.1,22.9,26,75.7,3.3,92.8,995.4
2020-08-07,82.1,불쾌,24.3,22.6,26.1,0,1.8,85.3,996.9
2020-08-08,71.9,주의,24.2,22.7,26.1,19.1,2.3,89.5,993.2
2020-08-09,74.9,주의,24.9,23.7,25.8,50.3,2.6,95.4,992.5
2020-08-10,72.6,주의,26.5,24.7,29.5,44.6,2,91.6,993.8
2020-08-11,75.2,불쾌,24.6,22.4,27.3,97,2.2,92.5,999.6
2020-08-12,83,불쾌,27.2,23.5,31.3,0,1.9,83.9,1002.7
2020-08-13,82,불쾌,28,26.3,30.3,0,2.5,82.4,999.3
2020-08-14,85.6,불쾌,27.1,26.5,28,0.4,3.5,86.1,995.8
2020-08-15,89.2,불쾌,26.1,25,27,69,1.9,96,998.7
2020-08-16,84.9,불쾌,27.4,25.3,30.8,0,3,82.6,1001
2020-08-17,80.5,불쾌,28.2,26.1,32.2,0,2.3,77.9,1003.7
2020-08-18,86.3,불쾌,27.5,24,31.9,0,1.6,76.3,1003.2
2020-08-19,94.8,불쾌,27.1,23.6,31.4,0,2,76.8,1001.7
2020-08-20,86.7,불쾌,27.7,25,31.7,0,1.7,76,1002.4
2020-08-21,85,불쾌,26.6,25.2,29.2,2.5,1.6,83.1,1003.9
2020-08-22,91.2,불쾌,24.3,21.7,27.6,42.6,2.1,87.4,1002.5
2020-08-23,85.2,불쾌,25.3,21.5,29.9,0,1.9,78.4,998.7
2020-08-24,80.6,불쾌,27.8,23.7,32,0,2.2,71.6,995.2
2020-08-25,77.2,불쾌,29.9,26,34.5,0,2.1,69.5,995
2020-08-26,89.8,불쾌,30.2,27,34.5,0.6,3.4,68.3,992.2
2020-08-27,100,불쾌,27.1,25.6,28.6,8.7,3.6,84.6,991.3
2020-08-28,100,불쾌,27.3,26,29.7,13.6,1.6,89.1,997.3
2020-08-29,86.5,불쾌,26.8,25.5,29,13.6,1.3,90.1,999.2
2020-08-30,90.2,불쾌,26.8,24.4,30.6,42.5,2.1,88.8,1001.6
2020-08-31,87.3,불쾌,26.4,23.8,30,0,2.8,77.9,1002.4
2020-09-01,92,불쾌,26.6,23.8,29.5,0,1.9,72.4,999.4
2020-09-02,81.6,불쾌,24.3,22.6,26.4,33.3,2.3,91.3,993.7
2020-09-03,82.5,불쾌,22.7,20,25.6,29.8,4.8,82,987.3
2020-09-04,72.8,주의,23.3,19.9,27.5,0,2.7,63.9,1002.2
2020-09-05,71.4,주의,23.3,19.2,27.3,0,2,66.6,1003.5
2020-09-06,68.8,주의,21.7,19.5,24.4,6.4,2.7,80,999.3
2020-09-07,68.8,주의,19.2,17.5,20.6,61,4.2,93.5,983.1
2020-09-08,63,주의,23.4,20.6,26.5,0,4.2,71.5,998.7
2020-09-09,54.9,주의,21.1,19,25.3,1.3,2.1,83.4,999.9
2020-09-10,69.2,주의,22.8,18.8,27,3.9,2,75.8,999.1
2020-09-11,61.1,주의,22.4,19.2,27.1,1.2,2.8,72.6,1004.5
2020-09-12,69.9,주의,20.2,18.1,23.2,5.7,2,83.8,1004.6
2020-09-13,65.5,주의,21.5,16.7,26.6,0,1.9,70.4,1005.7
2020-09-14,58,주의,21.3,17.6,24.9,0,1.8,79.3,1004.4
2020-09-15,62.3,주의,23,18.9,27.7,0,1.6,76.4,1002.6
2020-09-16,61.7,주의,22.5,21.3,24.9,0.3,1.9,79.9,999.6
2020-09-17,68.3,주의,21.3,20.1,23.6,0,2.1,70.3,1000.2
2020-09-18,66.8,주의,21.5,18.1,25.8,0,2.8,62,1002.7
2020-09-19,62.5,주의,21.2,17.6,26.2,0.3,2.2,59.3,1004.9
2020-09-20,65.1,주의,19.7,15.6,24.9,0,2,57.6,1007
2020-09-21,61.3,주의,19.1,13.6,25.3,0,1.7,56.1,1008.1
2020-09-22,56.5,주의,20.2,15.5,25.6,0,2.8,55.3,1008.7
2020-09-23,56.5,주의,19.2,15.2,23.8,0,3.3,59.9,1008.2
2020-09-24,59.8,주의,20.6,16.8,25.4,0,3.7,59.6,1005.3
2020-09-25,54.9,주의,20.1,16.6,25.4,0,2.5,64.1,1003.7
2020-09-26,59.3,주의,19.3,14.8,24.8,0,2.4,62.5,1006.7
2020-09-27,58.1,주의,20.4,14.9,25.8,0,2,63.3,1008.5
2020-09-28,58.7,주의,20.7,15.7,26.5,0,2,66,1006.5
